Index,Symbol,TradeCenterId,CategoryId,CompanyName,CategoryName
312,DC4,1,345,Công ty Cổ phần DICERA Holdings,Bất động sản và Xây dựng
313,DCF,9,345,Công ty Cổ phần Xây dựng và Thiết kế số 1,Bất động sản và Xây dựng
314,DCG,9,339,Công ty cổ phần Tổng công ty May Đáp Cầu,Hàng tiêu dùng
315,DCH,9,346,Công ty Cổ phần Địa chính Hà Nội,Dịch vụ
316,DCL,1,342,Công ty Cổ phần Dược phẩm Cửu Long,Y tế
317,DCM,1,338,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Nông nghiệp
318,DCR,9,345,Công ty cổ phần Gạch men Cosevco,Bất động sản và Xây dựng
319,DCS,9,339,Công ty Cổ phần Tập đoàn Đại Châu,Hàng tiêu dùng
320,DCT,9,345,Công ty Cổ phần Tấm lợp Vật liệu xây dựng Đồng Nai ,Bất động sản và Xây dựng
321,DDB,9,0,Công ty cổ phần Thương mại và Xây Dựng Đông Dương,
322,DDG,2,340,Công ty cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Năng lượng
323,DDH,9,338,CTCP Đảm bảo giao thông đường thủy Hải Phòng,Nông nghiệp
324,DDM,9,343,Công ty Cổ phần Hàng hải Đông Đô,Công nghiệp
325,DDN,9,342,Công ty Cổ phần Dược - Thiết bị Y tế Đà Nẵng,Y tế
326,DDS,8,341,Công ty Cổ phần Chứng khoán AIS,Tài chính
327,DDV,9,344,Công ty cổ phần DAP - VINACHEM,Nguyên vật liệu
328,DFC,9,343,Công ty Cổ phần Xích líp Đông Anh,Công nghiệp
329,DFF,9,345,Công ty cổ phần Tập đoàn Đua Fat,Bất động sản và Xây dựng
330,DGC,1,344,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Nguyên vật liệu
331,DGT,9,345,Công ty cổ phần Công trình Giao thông Đồng Nai,Bất động sản và Xây dựng
332,DGW,1,347,Công ty cổ phần Thế giới số,Công nghệ
333,DHA,1,345,Công ty Cổ phần Hóa An,Bất động sản và Xây dựng
334,DHB,9,338,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc,Nông nghiệp
335,DHC,1,344,Công ty Cổ phần Đông Hải Bến Tre,Nguyên vật liệu
336,DHD,9,342,Công ty cổ phần Dược Vật tư Y tế Hải Dương,Y tế
337,DHG,1,342,Công ty Cổ phần Dược Hậu Giang,Y tế
338,DHM,1,346,Công ty cổ phần Thương mại và Khai thác Khoáng sản Dương Hiếu,Dịch vụ
339,DHN,9,342,Công ty Cổ phần Dược phẩm Hà Nội,Y tế
340,DHP,2,340,Công ty Cổ phần Điện Cơ Hải Phòng,Năng lượng
341,DHT,2,342,Công ty Cổ phần Dược phẩm Hà Tây,Y tế
342,DIC,9,345,Công ty Cổ phần Đầu tư và Thương mại DIC,Bất động sản và Xây dựng
343,DID,9,345,Công ty Cổ phần DIC - Đồng Tiến,Bất động sản và Xây dựng
344,DIG,1,345,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Bất động sản và Xây dựng
345,DIH,2,345,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An,Bất động sản và Xây dựng
346,DJL,8,0,Công ty TNHH Đầu tư Bất động sản Doji Land,
347,DKC,9,345,Công ty cổ phần Chợ Lạng Sơn,Bất động sản và Xây dựng
348,DKG,9,0,Công ty cổ phần Vôi công nghiệp DLH,
349,DKW,9,0,Công ty cổ phần Cấp nước sinh hoạt Châu Thành,
350,DL1,2,341,CTCP Tập đoàn Alpha Seven,Tài chính
351,DLD,9,346,Công ty Cổ phần Du lịch Đắk Lắk ,Dịch vụ
352,DLG,1,345,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,Bất động sản và Xây dựng
353,DLR,9,345,Công ty Cổ phần Địa ốc Đà Lạt,Bất động sản và Xây dựng
354,DLT,9,343,CTCP Du lịch và Thương mại – Vinacomin,Công nghiệp
355,DM7,9,339,Công ty cổ phần Dệt may 7,Hàng tiêu dùng
356,DMC,1,342,Công ty Cổ phần Xuất nhập khẩu Y tế Domesco,Y tế
357,DMN,9,338,Công ty cổ phần Domenal,Nông nghiệp
358,DMS,9,0,Công ty cổ phần Hóa phẩm Dầu khí DMC - miền Nam,
359,DNA,9,340,Công ty Cổ phần Điện nước An Giang,Năng lượng
360,DNC,2,345,Công ty Cổ phần Điện nước Lắp máy Hải Phòng,Bất động sản và Xây dựng
361,DND,9,345,CTCP Đầu tư Xây dựng và Vật liệu Đồng Nai,Bất động sản và Xây dựng
362,DNE,9,346,Công ty Cổ phần Môi trường Đô thị Đà Nẵng,Dịch vụ
363,DNH,9,340,Công ty Cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Năng lượng
364,DNL,9,343,Công ty cổ phần Logistic Cảng Đà Nẵng,Công nghiệp
365,DNM,9,342,Tổng Công ty cổ phần Y tế Danameco,Y tế
366,DNN,9,346,Công ty Cổ phần Cấp nước Đà Nẵng,Dịch vụ
367,DNP,2,345,Công ty Cổ phần DNP Holding,Bất động sản và Xây dựng
368,DNT,9,346,Công ty Cổ phần Du lịch Đồng Nai,Dịch vụ
369,DNV,8,0,CTCP Thương mại Dịch vụ VDA Đà Nẵng,
370,DNW,9,346,Công ty cổ phần Cấp nước Đồng Nai,Dịch vụ
371,DOC,9,338,Công ty cổ phần Vật tư nông nghiệp Đồng Nai,Nông nghiệp
372,DOP,9,343,CTCP Vận tải Xăng dầu Đồng Tháp ,Công nghiệp
373,DP1,9,342,Công ty Cổ phần dược phẩm Trung ương CPC1,Y tế
374,DP2,9,342,Công ty Cổ phần Dược phẩm Trung ương 2,Y tế
375,DP3,2,342,Công ty Cổ phần Dược phẩm Trung ương 3,Y tế
376,DPC,9,345,Công ty Cổ phần Nhựa Đà Nẵng,Bất động sản và Xây dựng
377,DPG,1,345,Công ty Cổ phần Tập đoàn Đạt Phương,Bất động sản và Xây dựng
378,DPH,9,342,Công ty Cổ phần Dược phẩm Hải Phòng,Y tế
379,DPM,1,338,Tổng Công ty Phân bón và Hóa chất Dầu khí-CTCP,Nông nghiệp
380,DPP,9,342,Công ty Cổ phần Dược Đồng Nai,Y tế
381,DPR,1,338,Công ty Cổ phần Cao su Đồng Phú,Nông nghiệp
382,DPS,9,345,Công ty cổ phần Đầu tư Phát triển Sóc Sơn ,Bất động sản và Xây dựng
383,DQC,1,339,Công ty Cổ phần Bóng đèn Điện Quang,Hàng tiêu dùng
384,DRC,1,343,Công ty Cổ phần Cao su Đà Nẵng,Công nghiệp
385,DRG,9,338,Công ty cổ phần Cao su Đắk Lắk,Nông nghiệp
386,DRH,1,345,Công ty cổ phần DRH Holdings,Bất động sản và Xây dựng
387,DRI,9,338,Công ty Cổ phần Đầu tư Cao su Đắk Lắk,Nông nghiệp
388,DRL,1,340,Công ty Cổ phần Thủy điện – Điện lực 3,Năng lượng
389,DS3,2,346,Công ty Cổ phần DS3,Dịch vụ
390,DSC,1,341,Công ty Cổ phần Chứng khoán DSC,Tài chính
391,DSD,9,346,Công ty cổ phần DHC Suối Đôi,Dịch vụ
392,DSE,1,0,Công ty Cổ phần Chứng khoán DNSE,
393,DSG,9,345,Công ty Cổ phần Kính Viglacera Đáp Cầu,Bất động sản và Xây dựng
394,DSH,9,0,Công ty cổ phần Đầu tư Hạ tầng Đông Sơn,
395,DSN,1,346,Công ty Cổ phần Công viên nước Đầm Sen,Dịch vụ
396,DSP,9,346,Công ty cổ phần Dịch vụ Du lịch Phú Thọ,Dịch vụ
397,DST,2,346,Công ty Cổ phần Đầu tư Sao Thăng Long,Dịch vụ
398,DTA,1,345,Công ty Cổ phần Đệ Tam,Bất động sản và Xây dựng
399,DTB,9,346,Công ty cổ phần Công trình Đô thị Bảo Lộc,Dịch vụ
400,DTC,9,345,Công ty Cổ phần Viglacera Đông Triều,Bất động sản và Xây dựng
401,DTD,2,345,Công ty Cổ phần Đầu tư phát triển Thành Đạt,Bất động sản và Xây dựng
402,DTE,9,340,CTCP Đầu tư Năng lượng Đại Trường Thành Holdings,Năng lượng
403,DTG,2,342,Công ty Cổ phần Dược phẩm Tipharco,Y tế
404,DTH,9,342,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Y tế
405,DTI,9,345,Công ty Cổ phần Đầu tư Đức Trung,Bất động sản và Xây dựng
406,DTK,2,340,Tổng công ty Điện lực TKV - CTCP,Năng lượng
407,DTL,1,344,Công ty Cổ phần Đại Thiên Lộc,Nguyên vật liệu
408,DTP,9,342,Công ty cổ phần Dược phẩm CPC1 Hà Nội,Y tế
409,DTS,8,0,CTCP Dịch Vụ Du Lịch Đà Lạt ,
410,DTT,1,344,Công ty Cổ phần Kỹ nghệ Đô Thành,Nguyên vật liệu
411,DUS,9,346,CTCP Dịch vụ Đô thị Đà Lạt,Dịch vụ
412,DVC,9,340,Công ty cổ phần Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng,Năng lượng
413,DVG,9,344,Công ty Cổ phần Đại Việt Group DVG,Nguyên vật liệu
414,DVM,2,342,Công ty Cổ phần Dược liệu Việt Nam,Y tế
415,DVN,9,342,Tổng Công ty Dược Việt Nam - CTCP,Y tế
416,DVP,1,343,Công ty cổ phần Đầu tư và Phát triển Cảng Đình Vũ,Công nghiệp
417,DVS,8,0,Công ty Cổ phần Thép Đình Vũ,
418,DVW,9,346,Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Dịch vụ
419,DWC,9,346,CTCP Cấp nước Đắk Lắk,Dịch vụ
420,DWS,9,346,Công ty cổ phần Cấp nước và Môi trường đô thị Đồng Tháp,Dịch vụ
421,DXG,1,345,Công ty Cổ phần Tập đoàn Đất Xanh,Bất động sản và Xây dựng
422,DXL,9,346,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Dịch vụ
423,DXP,2,343,Công ty cổ phần Cảng Đoạn Xá,Công nghiệp
424,DXS,1,345,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,Bất động sản và Xây dựng
425,DXV,1,345,Công ty Cổ phần VICEM Vật liệu Xây dựng Đà Nẵng,Bất động sản và Xây dựng
426,DZM,9,343,Công ty Cổ phần Cơ điện Dzĩ An,Công nghiệp
427,E12,9,345,CTCP Xây dựng điện Vneco12,Bất động sản và Xây dựng
428,E29,9,345,CTCP Đầu tư xây dựng và kỹ thuật 29,Bất động sản và Xây dựng
429,EBS,2,346,Công ty Cổ phần Sách Giáo dục tại Tp.Hà Nội,Dịch vụ
430,ECC,8,341,Công ty Cổ phần Chứng khoán EUROCAPITAL,Tài chính
431,ECI,2,346,Công ty cổ phần Tập đoàn ECI,Dịch vụ
432,ECO,9,0,Công ty cổ phần Nhựa sinh thái Việt Nam,
433,EFI,9,341,Công ty Cổ phần Đầu tư Tài chính Giáo dục,Tài chính
434,EIB,1,341,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Tài chính
435,EIC,9,340,Công ty cổ phần EVN Quốc tế,Năng lượng
436,EID,2,346,Công ty Cổ phần Đầu tư và Phát triển giáo dục Hà Nội,Dịch vụ
437,EIN,9,345,Công ty cổ phần Đầu tư - Thương mại - Dịch vụ Điện lực,Bất động sản và Xây dựng
438,ELC,1,347,Công ty Cổ phần công nghệ - viễn thông ELCOM,Công nghệ
439,EME,9,347,Công ty Cổ phần Điện cơ,Công nghệ
440,EMG,9,350,Công ty Cổ phần Thiết bị Phụ tùng Cơ điện,Doanh nghiệp Upcom
441,EMS,9,346,Tổng Công ty Chuyển phát nhanh Bưu Điện - CTCP,Dịch vụ
442,EPC,9,338,Công ty TNHH Một thành viên Cà phê Ea Pốk,Nông nghiệp
443,EPH,9,346,Công ty Cổ phần dịch vụ xuất bản giáo dục Hà Nội,Dịch vụ
444,EPS,8,0,Công ty Cổ Phần Chứng khoán Gia Quyền,
445,EVE,1,339,Công ty cổ phần Everpia,Hàng tiêu dùng
446,EVF,1,341,Công ty Tài chính cổ phần Điện lực,Tài chính
447,EVG,1,345,Công ty Cổ phần Tập đoàn EVERLAND,Bất động sản và Xây dựng
448,EVN,8,340,Tập đoàn Điện lực Việt Nam - Công ty TNHH MTV,Năng lượng
449,EVS,2,341,Công ty cổ phần Chứng khoán EVS,Tài chính
450,EWH,8,341,CTCP EuroWindow Holding,Tài chính
451,F88,9,0,Công ty cổ phần Đầu tư F88,
452,FBC,9,343,Công ty cổ phần Cơ khí Phổ Yên,Công nghiệp
453,FCC,9,339,CTCP Liên hợp Thực phẩm,Hàng tiêu dùng
454,FCM,1,344,Công ty cổ phần Bê tông Phan Vũ Hà Nam,Nguyên vật liệu
455,FCN,1,343,Công ty cổ phần FECON,Công nghiệp
456,FCS,9,338,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Nông nghiệp
457,FDC,1,346,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Dịch vụ
458,FGL,9,338,Công ty cổ phần Cà phê Gia Lai,Nông nghiệp
459,FHH,8,0,CTCP Đầu tư Kinh doanh Phát triển Bất Động Sản FLCHOMES,
460,FHN,9,338,Công Ty Cổ phần Xuất Nhập Khẩu Lương Thực - Thực Phẩm Hà Nội,Nông nghiệp
461,FHS,9,346,Công ty cổ phần Phát hành sách T.P Hồ Chí Minh,Dịch vụ
462,FIC,9,345,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,Bất động sản và Xây dựng
463,FID,2,346,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam,Dịch vụ
464,FIR,1,345,Công ty Cổ phần Địa ốc First Real,Bất động sản và Xây dựng
465,FIS,8,0,Công ty Cổ phần Hệ thống Thông tin FPT,
466,FIT,1,341,Công ty cổ phần Tập đoàn F.I.T,Tài chính
467,FLC,9,345,Công ty cổ phần Tập đoàn FLC,Bất động sản và Xây dựng
468,FMC,1,338,Công ty Cổ phần Thực phẩm Sao Ta ,Nông nghiệp
469,FNS,8,341,Công ty cổ phần Chứng khoán FUNAN,Tài chính
470,FOC,9,347,Công ty cổ phần Dịch vụ Trực tuyến FPT,Công nghệ
471,FOX,9,347,Công ty Cổ phần Viễn thông FPT,Công nghệ
472,FPT,1,347,Công ty Cổ phần FPT,Công nghệ
473,FRC,9,344,Công ty cổ phần Lâm đặc sản Xuất khẩu Quảng Nam,Nguyên vật liệu
474,FRM,9,344,Công ty cổ phần Lâm nghiệp Sài Gòn,Nguyên vật liệu
475,FRT,1,347,Công ty cổ phần Bán lẻ Kỹ thuật số FPT,Công nghệ
476,FSO,9,343,Công ty Cổ phần Cơ khí đóng tàu thủy sản Việt Nam,Công nghiệp
477,FT1,9,343,Công ty Cổ phần Phụ tùng máy số 1,Công nghiệp
478,FTG,8,0,Công ty cổ phần Thương mại FPT,
479,FTI,9,343,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị,Công nghiệp
480,FTM,9,339,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,Hàng tiêu dùng
481,FTS,1,341,Công ty Cổ phần Chứng khoán FPT,Tài chính
482,G20,9,339,Công ty cổ phần Đầu tư Dệt may G.Home,Hàng tiêu dùng
483,G36,9,345,Tổng Công ty 36 - CTCP,Bất động sản và Xây dựng
484,GAB,9,345,Công ty Cổ phần Đầu tư khai khoáng và Quản lý tài sản FLC,Bất động sản và Xây dựng
485,GAS,1,340,Tổng Công ty Khí Việt Nam-CTCP,Năng lượng
486,GCB,9,340,Công ty Cổ Phần Petec Bình Định,Năng lượng
487,GCC,8,339,CTCP Văn hóa Tổng hợp Bến Thành,Hàng tiêu dùng
488,GCF,9,339,Công ty cổ phần Thực phẩm G.C,Hàng tiêu dùng
489,GDA,9,344,Công ty Cổ phần Tôn Đông Á,Nguyên vật liệu
490,GDC,8,0,CTCP Xuất Nhập khẩu Gia Định,
491,GDT,1,339,Công ty Cổ phần Chế biến Gỗ Đức Thành,Hàng tiêu dùng
492,GDW,2,346,Công ty Cổ phần Cấp nước Gia Định,Dịch vụ
493,GEE,1,343,Công ty cổ phần Điện lực GELEX,Công nghiệp
494,GEG,1,340,Công ty Cổ phần Điện Gia Lai,Năng lượng
495,GER,9,344,Công ty Cổ phần Thể thao Ngôi sao Geru,Nguyên vật liệu
496,GEX,1,347,Công ty Cổ phần Tập đoàn GELEX,Công nghệ
497,GGG,9,343,Công ty cổ phần Ô tô Giải Phóng ,Công nghiệp
498,GH3,9,345,CTCP Công trình Giao thông Hà Nội,Bất động sản và Xây dựng
499,GHC,9,340, Công ty Cổ phần Thủy điện Gia Lai,Năng lượng
500,GIC,2,343,Công ty cổ phần VSC Green Logistics,Công nghiệp
501,GIL,1,339,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,Hàng tiêu dùng
502,GKM,2,345,Công ty cổ phần GKM Holdings,Bất động sản và Xây dựng
503,GLC,9,344,Công ty cổ phần Vàng Lào Cai,Nguyên vật liệu
504,GLS,8,341,Công ty Cổ phần Chứng khoán Sen Vàng,Tài chính
505,GLT,2,0,Công ty cổ phần Kỹ thuật điện Toàn Cầu,
506,GLW,9,346,Công ty Cổ phần Cấp thoát nước Gia Lai,Dịch vụ
507,GMA,2,343,Công ty Cổ phần G-AutoMobile,Công nghiệp
508,GMC,9,339,Công ty Cổ phần Garmex Sài Gòn,Hàng tiêu dùng
509,GMD,1,343,Công ty Cổ phần Gemadept,Công nghiệp
510,GMH,1,344,Công ty Cổ phần Minh Hưng Quảng Trị,Nguyên vật liệu
511,GMS,8,0,CTCP Thiết kế và gia công phần mền GMS888,
512,GMX,2,345,Công ty cổ phần Gạch Ngói Gốm Xây dựng Mỹ Xuân,Bất động sản và Xây dựng
513,GND,9,345,Công ty Cổ phần Gạch ngói Đồng Nai,Bất động sản và Xây dựng
514,GPC,9,339,CTCP Tập đoàn Green+,Hàng tiêu dùng
515,GSC,8,0,Công ty cổ phần Thủy điện Geruco Sông Côn,
516,GSM,9,340,Công ty cổ phần Thủy điện Hương Sơn,Năng lượng
517,GSP,1,340,Công ty cổ phần Vận tải Sản phẩm khí quốc tế,Năng lượng
518,GTA,1,339,Công ty Cổ phần Chế biến Gỗ Thuận An,Hàng tiêu dùng
519,GTD,9,339,Công ty Cổ phần Giầy Thượng Đình,Hàng tiêu dùng
520,GTS,9,345,Công ty cổ phần Công trình Giao thông Sài Gòn,Bất động sản và Xây dựng
521,GVR,1,338,Tập đoàn Công nghiệp Cao su Việt Nam,Nông nghiệp
522,GVT,9,344,Công ty Cổ phần Giấy Việt Trì,Nguyên vật liệu
523,H11,9,345,Công ty Cổ phần Xây dựng HUD101,Bất động sản và Xây dựng
524,HAC,9,341,Công ty Cổ phần Chứng khoán Hải Phòng,Tài chính
525,HAD,2,339,Công ty Cổ phần Bia Hà Nội - Hải Dương,Hàng tiêu dùng
526,HAF,9,339,Công ty Cổ phần Thực phẩm Hà Nội,Hàng tiêu dùng
527,HAG,1,341,Công ty Cổ phần Hoàng Anh Gia Lai,Tài chính
528,HAH,1,343,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Công nghiệp
529,HAM,9,345,Công ty Cổ phần Vật tư Hậu Giang,Bất động sản và Xây dựng
530,HAN,9,345,Tổng công ty Xây dựng Hà Nội - CTCP,Bất động sản và Xây dựng
531,HAP,1,344,Công ty Cổ phần Tập đoàn Hapaco,Nguyên vật liệu
532,HAR,1,345,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Bất động sản và Xây dựng
533,HAS,1,345,Công ty Cổ phần HACISCO,Bất động sản và Xây dựng
534,HAT,2,339,Công ty Cổ phần Thương mại Bia Hà Nội,Hàng tiêu dùng
535,HAV,9,339,Công ty Cổ phần rượu Hapro,Hàng tiêu dùng
536,HAX,1,346,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Dịch vụ
537,HBC,9,345,Công ty cổ phần Tập đoàn Xây dựng Hoà Bình,Bất động sản và Xây dựng
538,HBD,9,344,Công ty Cổ phần Bao bì PP Bình Dương,Nguyên vật liệu
539,HBH,9,339,Công ty Cổ phần Habeco - Hải Phòng,Hàng tiêu dùng
540,HBS,2,341,Công ty Cổ phần Chứng khoán Hòa Bình,Tài chính
541,HC1,9,345,CTCP Xây dựng số 1 Hà Nội,Bất động sản và Xây dựng
542,HC3,9,345,Công ty Cổ phần Xây dựng Số 3 Hải Phòng,Bất động sản và Xây dựng
543,HCB,9,339,Công ty cổ phần Dệt may 29/3,Hàng tiêu dùng
544,HCC,2,345,Công ty Cổ phần Bê tông Hoà Cầm - Intimex,Bất động sản và Xây dựng
545,HCD,1,344,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD,Nguyên vật liệu
546,HCI,9,345,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội,Bất động sản và Xây dựng
547,HCM,1,341,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Tài chính
548,HCT,2,343,Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Công nghiệp
549,HD2,9,345,Công ty cổ phần Đầu tư Phát triển nhà HUD2,Bất động sản và Xây dựng
550,HD6,9,345,Công ty cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,Bất động sản và Xây dựng
551,HD8,9,345,CTCP Đầu tư Phát triển Nhà và Đô thị HUD8,Bất động sản và Xây dựng
552,HDA,2,344,Công ty Cổ phần Hãng sơn Đông Á,Nguyên vật liệu
553,HDB,1,341,Ngân hàng TMCP Phát triển T.P Hồ Chí Minh,Tài chính
554,HDC,1,345,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,Bất động sản và Xây dựng
555,HDG,1,345,Công ty Cổ phần Tập đoàn Hà Đô,Bất động sản và Xây dựng
556,HDM,9,339,Công ty Cổ phần Dệt May Huế,Hàng tiêu dùng
557,HDP,9,342,Công ty Cổ phần Dược Hà Tĩnh,Y tế
558,HDS,9,0,Công ty cổ phần Giống cây trồng Hải Dương,
559,HDW,9,346,Công ty cổ phần Kinh doanh nước sạch Hải Dương,Dịch vụ
560,HEC,9,345,Công ty Cổ phần Tư vấn Xây dựng Thủy lợi II,Bất động sản và Xây dựng
561,HEJ,9,345,Tổng Công ty Tư vấn Xây dựng Thủy lợi Việt Nam-CTCP,Bất động sản và Xây dựng
562,HEP,9,346,Công ty Cổ phần Môi trường và Công trình Đô thị Huế,Dịch vụ
563,HES,9,346,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,Dịch vụ
564,HEV,2,346,Công ty Cổ phần Sách Đại học - Dạy nghề,Dịch vụ
565,HFB,9,345,Công ty Cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh,Bất động sản và Xây dựng
566,HFC,9,340,Công ty Cổ phần Xăng dầu HFC,Năng lượng
567,HFX,9,338,Công ty cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,Nông nghiệp
568,HGM,2,344,Công ty cổ phần Cơ khí và Khoáng sản Hà Giang,Nguyên vật liệu
569,HGT,9,346,Công ty cổ phần Du lịch Hương Giang,Dịch vụ
570,HHC,2,339,Công ty Cổ phần Bánh kẹo Hải Hà,Hàng tiêu dùng
571,HHG,9,343,Công ty Cổ phần Hoàng Hà,Công nghiệp
572,HHN,9,343,Công ty Cổ Phần Vận tải và Dịch vụ Hàng hóa Hà Nội,Công nghiệp
573,HHP,1,344,Công ty cổ phần Giấy Hoàng Hà Hải Phòng,Nguyên vật liệu
574,HHS,1,345,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Bất động sản và Xây dựng
575,HHV,1,343,Công ty cổ phần Đầu tư hạ tầng giao thông Đèo Cả,Công nghiệp
576,HID,1,345,Công ty Cổ phần Halcom Việt Nam,Bất động sản và Xây dựng
577,HIG,9,347,Công ty Cổ phần Tập đoàn HIPT,Công nghệ
578,HII,1,344,Công ty Cổ phần An Tiến Industries,Nguyên vật liệu
579,HIO,9,0,Công ty cổ phần Helio Energy,
580,HIS,8,0,Công ty cổ phần Đầu tư phát triển thương mại tổng hợp Sơn Hà,
581,HJC,9,339,Công ty Cổ phần Hòa Việt,Hàng tiêu dùng
582,HJS,2,340,Công ty Cổ phần Thủy điện Nậm Mu,Năng lượng
583,HKB,9,338,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc  ,Nông nghiệp
584,HKT,2,338,Công ty cổ phần Đầu tư QP Xanh,Nông nghiệp
585,HLB,9,339,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Hàng tiêu dùng
586,HLC,2,340,Công ty cổ phần Than Hà Lầm - Vinacomin,Năng lượng
587,HLD,2,345,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Bất động sản và Xây dựng
588,HLO,9,0,Công ty Cổ phần Công nghệ Ha Lô,
589,HLS,9,343,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,Công nghiệp
590,HLT,9,339,CTCP Dệt may Hoàng Thị Loan,Hàng tiêu dùng
591,HLY,9,345,Công ty Cổ phần Gốm Xây dựng Hưng Yên,Bất động sản và Xây dựng
592,HMC,1,345,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - Vnsteel,Bất động sản và Xây dựng
593,HMD,9,0,Công ty Cổ phần Hóa chất Minh Đức,
594,HMG,9,344,CTCP Kim khí Hà Nội - VNSTEEL,Nguyên vật liệu
595,HMH,2,343,Công ty Cổ phần Hải Minh,Công nghiệp
596,HMR,2,345,Công ty Cổ phần Đá Hoàng Mai,Bất động sản và Xây dựng
597,HMS,9,345,Công ty Cổ phần Xây dựng bảo tàng Hồ Chí Minh,Bất động sản và Xây dựng
598,HNA,1,340,Công ty Cổ phần Thủy điện Hủa Na,Năng lượng
599,HNB,9,343,Công ty cổ phần Bến xe Hà Nội,Công nghiệp
600,HND,9,340,CTCP Nhiệt điện Hải Phòng,Năng lượng
601,HNF,9,339,Công ty cổ phần Thực phẩm Hữu Nghị,Hàng tiêu dùng
602,HNG,9,338,Công ty cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Nông nghiệp
603,HNI,9,339,Công ty Cổ phần May Hữu Nghị,Hàng tiêu dùng
604,HNM,9,339,Công ty Cổ phần Sữa Hà Nội,Hàng tiêu dùng
605,HNP,9,344,Công ty Cổ phần Hanel Xốp nhựa,Nguyên vật liệu
606,HNR,9,339,Công ty cổ phần Rượu và Nước giải khát Hà Nội,Hàng tiêu dùng
607,HOM,2,345,Công ty cổ phần Xi măng VICEM Hoàng Mai,Bất động sản và Xây dựng
608,HOT,9,346,Công ty cổ phần Du lịch - Dịch vụ Hội An,Dịch vụ
609,HPB,9,344,Công ty Cổ phần Bao bì PP,Nguyên vật liệu
610,HPD,9,340,Công ty Công ty Cổ phần Thủy điện Đăk Đoa,Năng lượng
611,HPG,1,344,Công ty cổ phần Tập đoàn Hòa Phát,Nguyên vật liệu
612,HPH,9,344,Công ty Cổ phần Hóa chất Hưng Phát Hà Bắc,Nguyên vật liệu
613,HPI,9,346,Công ty Cổ phần Khu công nghiệp Hiệp Phước,Dịch vụ
614,HPM,9,340,CTCP Xây dựng Thương mại và Khoáng sản Hoàng Phúc,Năng lượng
615,HPP,9,344,Công ty Cổ phần Sơn Hải Phòng,Nguyên vật liệu
616,HPT,9,347,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT,Công nghệ
617,HPW,9,346,Công ty Cổ phần Cấp nước Hải Phòng,Dịch vụ
618,HPX,1,345,Công ty cổ phần Đầu tư Hải Phát,Bất động sản và Xây dựng
619,HQC,1,345,Công ty cổ phần Tư vấn-Thương mại-Dịch vụ Địa ốc Hoàng Quân,Bất động sản và Xây dựng
620,HRB,9,346,Công ty Cổ phần Harec Đầu tư và Thương mại,Dịch vụ
621,HRC,1,338,Công ty Cổ phần Cao su Hòa Bình,Nông nghiệp
