Index,Symbol,TradeCenterId,CategoryId,CompanyName,CategoryName
1226,SJS,1,345,Công ty Cổ phần SJ Group,Bất động sản và Xây dựng
1227,SKG,1,343,Công ty Cổ phần Tàu cao tốc Superdong – Kiên Giang,Công nghiệp
1228,SKH,9,339,Công ty cổ phần Nước giải khát Sanest Khánh Hòa,Hàng tiêu dùng
1229,SKN,9,339,CTCP Nước giải khát Sanna Khánh Hòa,Hàng tiêu dùng
1230,SKV,9,339,Công ty Cổ phần Nước giải khát Yến sào Khánh Hòa,Hàng tiêu dùng
1231,SLD,9,0,Công ty Cổ phần Địa ốc Sacom,
1232,SLS,2,338,Công ty cổ phần Mía đường Sơn La,Nông nghiệp
1233,SMA,1,346,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,Dịch vụ
1234,SMB,1,339,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Hàng tiêu dùng
1235,SMC,1,345,Công ty Cổ phần Ðầu tư Thương mại SMC,Bất động sản và Xây dựng
1236,SMN,2,346,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Nam,Dịch vụ
1237,SMT,2,347,Công ty cổ phần SAMETEL,Công nghệ
1238,SNC,9,339,Công ty Cổ phần Xuất nhập khẩu Thuỷ sản Năm Căn,Hàng tiêu dùng
1239,SNP,8,343,Công ty TNHH MTV - Tổng Công ty Tân Cảng Sài Gòn,Công nghiệp
1240,SNZ,9,345,Tổng Công ty Cổ phần phát triển khu Công nghiệp,Bất động sản và Xây dựng
1241,SP2,9,340,Công ty cổ phần Thủy điện Sử Pán 2,Năng lượng
1242,SPB,9,339,Công ty cổ phần Sợi Phú Bài,Hàng tiêu dùng
1243,SPC,2,344,Công ty Cổ phần Bảo vệ Thực vật Sài Gòn,Nguyên vật liệu
1244,SPD,9,339,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,Hàng tiêu dùng
1245,SPH,9,338,Công ty cổ phần Xuất nhập khẩu Thủy sản Hà Nội,Nông nghiệp
1246,SPI,2,343,Công ty cổ phần Spiral Galaxy,Công nghiệp
1247,SPM,1,342,Công ty Cổ phần S.P.M,Y tế
1248,SPT,8,0,Công ty cổ phần Dịch vụ Bưu chính Viễn thông Sài Gòn,
1249,SPV,9,338,Công ty cổ phần Thủy Đặc Sản,Nông nghiệp
1250,SQC,9,344,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,Nguyên vật liệu
1251,SRA,2,347,Công ty Cổ phần Sara Việt Nam,Công nghệ
1252,SRB,9,347,Công ty Cổ phần Tập đoàn Sara,Công nghệ
1253,SRC,1,343,Công ty Cổ phần Cao Su Sao Vàng,Công nghiệp
1254,SRF,1,343,Công ty Cổ phần SEAREFICO,Công nghiệp
1255,SRT,9,343,Công ty Cổ phần Vận tải Đường sắt Sài Gòn,Công nghiệp
1256,SSB,1,341,Ngân hàng Thương mại cổ phần Đông Nam Á,Tài chính
1257,SSC,1,338,Công ty Cổ phần Giống cây trồng Miền Nam ,Nông nghiệp
1258,SSF,9,339,Công ty Cổ phần Giầy Sài Gòn,Hàng tiêu dùng
1259,SSG,9,343,Công ty Cổ phần Vận tải biển Hải Âu,Công nghiệp
1260,SSH,9,345,Công ty cổ phần Phát triển Sunshine Homes,Bất động sản và Xây dựng
1261,SSI,1,341,Công ty cổ phần Chứng khoán SSI,Tài chính
1262,SSM,2,343,Công ty Cổ phần Chế tạo Kết cấu Thép VNECO.SSM,Công nghiệp
1263,SSN,9,339,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,Hàng tiêu dùng
1264,ST8,1,346,Công ty Cổ phần Tập đoàn ST8,Dịch vụ
1265,STB,1,341,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Tài chính
1266,STC,2,346,Công ty Cổ phần Sách và Thiết bị trường học Tp. Hồ Chí Minh,Dịch vụ
1267,STG,1,343,Công ty Cổ phần Kho vận Miền Nam,Công nghiệp
1268,STH,9,346,CTCP Phát hành sách Thái Nguyên,Dịch vụ
1269,STJ,8,0,Công ty Cổ phần Vận tải Sonadezi,
1270,STK,1,339,Công ty cổ phần Sợi Thế Kỷ,Hàng tiêu dùng
1271,STP,2,344,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,Nguyên vật liệu
1272,STS,9,343,Công ty Cổ phần Dịch vụ Vận tải Sài Gòn,Công nghiệp
1273,STT,9,343,Công ty cổ phần Vận chuyển Sài Gòn Tourist,Công nghiệp
1274,STW,9,346,Công ty cổ phần Cấp nước Sóc Trăng,Dịch vụ
1275,SVC,1,346,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,Dịch vụ
1276,SVD,1,339,Công ty Cổ phần Đầu tư và Thương mại Vũ Đăng,Hàng tiêu dùng
1277,SVG,9,344,Công ty cổ phần Hơi Kỹ nghệ Que hàn,Nguyên vật liệu
1278,SVH,9,340,Công ty Cổ phần Thủy điện Sông Vàng,Năng lượng
1279,SVI,1,344,Công ty Cổ phần Bao bì Biên Hòa,Nguyên vật liệu
1280,SVJ,8,0,CTCP Santomas Việt Nam,
1281,SVN,2,345,Công ty cổ phần Tập đoàn Vexilla Việt Nam,Bất động sản và Xây dựng
1282,SVT,1,346,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Dịch vụ
1283,SWC,9,343,Tổng Công ty Cổ phần Đường Sông Miền Nam,Công nghiệp
1284,SZB,2,343,Công ty cổ phần Sonadezi Long Bình,Công nghiệp
1285,SZC,1,345,Công ty cổ phần Sonadezi Châu Đức,Bất động sản và Xây dựng
1286,SZE,9,346,Công ty Cổ phần Môi trường Sonadezi,Dịch vụ
1287,SZG,9,345,Công ty cổ phần Sonadezi Giang Điền,Bất động sản và Xây dựng
1288,SZL,1,345,Công ty cổ phần Sonadezi Long Thành,Bất động sản và Xây dựng
1289,TA3,9,345,Công ty Cổ phần Đầu tư và Xây lắp Thành An 386,Bất động sản và Xây dựng
1290,TA6,9,345,Công ty Cổ phần Đầu tư và Xây lắp Thành An 665,Bất động sản và Xây dựng
1291,TA9,2,345,Công ty Cổ phần Xây lắp Thành An 96,Bất động sản và Xây dựng
1292,TAB,9,0,Công ty cổ phần Freco Việt Nam,
1293,TAL,1,0,Công ty cổ phần Đầu tư Bất động sản Taseco,
1294,TAN,9,338,Công ty cổ phần Cà phê Thuận An,Nông nghiệp
1295,TAR,9,338,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,Nông nghiệp
1296,TAW,9,346,Công ty cổ phần Cấp nước Trung An,Dịch vụ
1297,TB8,9,344,CTCP Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,Nguyên vật liệu
1298,TBC,1,340,Công ty cổ phần Thủy điện Thác Bà,Năng lượng
1299,TBD,9,340,Tổng Công ty Thiết bị Điện Đông Anh - Công ty Cổ phần,Năng lượng
1300,TBH,9,345,CTCP Tổng Bách Hóa,Bất động sản và Xây dựng
1301,TBR,9,345,Công ty Cổ phần Địa ốc Tân Bình,Bất động sản và Xây dựng
1302,TBW,9,0,Công ty cổ phần Nước sạch Thái Binh,
1303,TBX,2,345,Công ty Cổ phần Xi măng Thái Bình,Bất động sản và Xây dựng
1304,TC6,2,340,Công ty cổ phần Than Cọc Sáu - Vinacomin,Năng lượng
1305,TCB,1,341,Ngân hàng TMCP Kỹ Thương Việt Nam (Techcombank),Tài chính
1306,TCD,1,345,Công ty Cổ phần Tập đoàn Xây dựng Tracodi,Bất động sản và Xây dựng
1307,TCH,1,345,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,Bất động sản và Xây dựng
1308,TCI,1,341,Công ty cổ phần Chứng khoán Thành Công,Tài chính
1309,TCJ,9,338,Công ty cổ phần Tô Châu,Nông nghiệp
1310,TCK,9,343,Tổng công ty cơ khí xây dựng - CTCP,Công nghiệp
1311,TCL,1,343,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Công nghiệp
1312,TCM,1,339,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,Hàng tiêu dùng
1313,TCO,1,343,Công ty Cổ phần TCO Holdings,Công nghiệp
1314,TCR,1,345,Công ty Cổ phần Công nghiệp Gốm sứ Taicera,Bất động sản và Xây dựng
1315,TCT,1,346,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Dịch vụ
1316,TCW,9,343,Công ty cổ phần Kho vận Tân Cảng,Công nghiệp
1317,TD6,2,0,Công ty cổ phần Than Đèo Nai - Cọc Sáu - TKV,
1318,TDB,9,340,Công ty Cổ phần Thủy điện Định Bình,Năng lượng
1319,TDC,1,345,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Bất động sản và Xây dựng
1320,TDF,9,345,Công ty Cổ phần Trung Đô,Bất động sản và Xây dựng
1321,TDG,1,340,Công ty Cổ phần Đầu tư TDG Global,Năng lượng
1322,TDH,1,345,Công ty Cổ phần Phát triển Nhà Thủ Đức,Bất động sản và Xây dựng
1323,TDI,9,345,CTCP Tập đoàn TDI ,Bất động sản và Xây dựng
1324,TDL,8,0,CTCP Da Tây Đô ,
1325,TDM,1,346,Công ty cổ phần Nước Thủ Dầu Một,Dịch vụ
1326,TDN,2,340,Công ty Cổ phần Than Đèo Nai - Vinacomin,Năng lượng
1327,TDP,1,344,Công ty cổ phần Thuận Đức,Nguyên vật liệu
1328,TDS,9,344,Công ty cổ phần Thép Thủ Đức - Vnsteel,Nguyên vật liệu
1329,TDT,2,339,Công ty cổ phần Đầu tư và Phát triển TDT,Hàng tiêu dùng
1330,TDW,1,346,Công ty Cổ phần Cấp nước Thủ Đức,Dịch vụ
1331,TED,9,345,Tổng công ty Tư vấn thiết kế Giao thông vận tải - CTCP,Bất động sản và Xây dựng
1332,TEG,1,340,Công ty cổ phần Năng lượng và Bất động sản Trường Thành,Năng lượng
1333,TEL,9,348,Công ty Cổ phần Phát triển Công trình Viễn thông,Viễn thông
1334,TET,2,344,Công ty Cổ phần Vải sợi May mặc Miền Bắc,Nguyên vật liệu
1335,TFC,2,339,Công ty Cổ phần Trang,Hàng tiêu dùng
1336,TGP,9,347,Công ty Cổ phần Trường Phú,Công nghệ
1337,TH1,9,346,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,Dịch vụ
1338,THA,8,343,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI,Công nghiệp
1339,THB,2,339,Công ty cổ phần Bia Hà Nội - Thanh Hóa,Hàng tiêu dùng
1340,THD,2,345,Công ty Cổ phần Thaiholdings,Bất động sản và Xây dựng
1341,THG,1,345,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Bất động sản và Xây dựng
1342,THM,9,0,Công ty cổ phần Tứ Hải Hà Nam,
1343,THN,9,346,Công ty Cổ phần Cấp nước Thanh Hóa,Dịch vụ
1344,THP,9,338,CTCP Thủy sản và Thương mại Thuận Phước,Nông nghiệp
1345,THS,2,345,Công ty cổ phần Thanh Hoa - Sông Đà,Bất động sản và Xây dựng
1346,THT,2,340,Công ty cổ phần Than Hà Tu - Vinacomin,Năng lượng
1347,THU,9,346,Công ty Cổ phần Môi trường và Công trình Đô thị Thanh Hóa,Dịch vụ
1348,THW,9,346,Công ty cổ phần Cấp nước Tân Hòa,Dịch vụ
1349,TID,9,338,Công ty cổ phần Tổng công ty Tín Nghĩa,Nông nghiệp
1350,TIE,9,346,Công ty cổ phần TIE,Dịch vụ
1351,TIG,2,341,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Tài chính
1352,TIP,1,345,Công ty cổ phần Phát triển Khu Công nghiệp Tín Nghĩa,Bất động sản và Xây dựng
1353,TIS,9,344,Công ty cổ phần Gang thép Thái Nguyên,Nguyên vật liệu
1354,TIX,1,345,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Bất động sản và Xây dựng
1355,TJC,2,343,Công ty cổ phần Dịch vụ Vận tải và Thương mại,Công nghiệp
1356,TKA,9,344,Công ty cổ phần Bao bì Tân Khánh An,Nguyên vật liệu
1357,TKC,9,345,Công  ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Bất động sản và Xây dựng
1358,TKG,9,339,CTCP Sản xuất và Thương mại Tùng Khánh,Hàng tiêu dùng
1359,TKR,8,0,Công ty Cổ phần Cao su Tân Biên - Kampong Thom,
1360,TKU,2,345,Công ty Cổ phần Công nghiệp Tung Kuang,Bất động sản và Xây dựng
1361,TL4,9,345,Tổng công ty Xây dựng Thủy lợi 4 - CTCP,Bất động sản và Xây dựng
1362,TLD,1,345,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Bất động sản và Xây dựng
1363,TLG,1,339,Công ty Cổ phần Tập đoàn Thiên Long,Hàng tiêu dùng
1364,TLH,1,344,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Nguyên vật liệu
1365,TLI,9,339,Công ty cổ phần May Quốc tế Thắng Lợi,Hàng tiêu dùng
1366,TLP,9,340,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Năng lượng
1367,TLT,9,345,Công ty Cổ phần Viglacera Thăng Long,Bất động sản và Xây dựng
1368,TMB,2,340,Công ty Cổ phần Kinh doanh than Miền Bắc - Vinacomin,Năng lượng
1369,TMC,2,346,Công ty Cổ phần Thương mại - Xuất nhập khẩu Thủ Đức,Dịch vụ
1370,TMG,9,344,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Nguyên vật liệu
1371,TMP,1,340,Công ty cổ phần Thủy điện Thác Mơ,Năng lượng
1372,TMS,1,343,Công ty Cổ phần Transimex,Công nghiệp
1373,TMT,1,343,Công ty Cổ phần Ô tô TMT,Công nghiệp
1374,TMW,9,339,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,Hàng tiêu dùng
1375,TMX,2,346,Công ty cổ phần VICEM Thương mại Xi măng,Dịch vụ
1376,TN1,1,345,Công ty Cổ phần Rox Key Holdings,Bất động sản và Xây dựng
1377,TNA,9,346,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,Dịch vụ
1378,TNB,9,344,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,Nguyên vật liệu
1379,TNC,1,338,Công ty Cổ phần Cao su Thống Nhất,Nông nghiệp
1380,TNG,2,339,Công ty Cổ phần Đầu tư và Thương mại TNG,Hàng tiêu dùng
1381,TNH,1,342,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Y tế
1382,TNI,1,345,Công ty cổ phần Tập đoàn Thành Nam,Bất động sản và Xây dựng
1383,TNP,9,343,Công ty cổ phần Cảng Thị Nại,Công nghiệp
1384,TNS,9,343,Công ty Cổ phần Thép Tấm lá Thống Nhất,Công nghiệp
1385,TNT,1,344,Công ty Cổ phần Tập đoàn TNT,Nguyên vật liệu
1386,TNV,9,0,Công ty cổ phần Thống Nhất Hà Nội,
1387,TNW,9,346,Công ty Cổ phần Nước sạch Thái Nguyên,Dịch vụ
1388,TOP,9,346,Công ty cổ phần Phân phối Top One,Dịch vụ
1389,TOS,9,343,Công ty cổ phần Dịch vụ biển Tân Cảng,Công nghiệp
1390,TOT,2,343,Công ty Cổ phần Transimex Logistics,Công nghiệp
1391,TOW,9,346,Công ty cổ phần Cấp nước Trà Nóc - Ô Môn,Dịch vụ
1392,TPB,1,341,Ngân hàng Thương mại cổ phần Tiên Phong,Tài chính
1393,TPC,1,344,Công ty Cổ phần Nhựa Tân Đại Hưng,Nguyên vật liệu
1394,TPH,2,346,Công ty Cổ phần In Sách giáo khoa tại T.P Hà Nội,Dịch vụ
1395,TPP,2,344,Công ty Cổ phần Tân Phú Việt Nam,Nguyên vật liệu
1396,TPS,9,343,Công ty cổ phần Bến bãi Vận tải Sài Gòn,Công nghiệp
1397,TQN,9,350,Công ty Cổ phần Thông Quảng Ninh,Doanh nghiệp Upcom
1398,TQW,9,346,CTCP Cấp thoát nước Tuyên Quang,Dịch vụ
1399,TR1,9,343,CTCP Vận tải 1 Traco,Công nghiệp
1400,TRA,1,342,Công ty Cổ phần TRAPHACO,Y tế
1401,TRC,1,338,Công ty Cổ phần Cao su Tây Ninh,Nông nghiệp
1402,TRS,9,343,Công ty cổ phần Vận tải và Dịch vụ Hàng hải,Công nghiệp
1403,TRT,9,345,Công ty Cổ phần RedstarCera,Bất động sản và Xây dựng
1404,TRV,9,0,Công ty cổ phần Vận tải Đường sắt,
1405,TS3,9,345,Công ty cổ phần Trường Sơn 532,Bất động sản và Xây dựng
1406,TSA,9,0,Công ty Cổ phần Đầu tư và Xây lắp Trường Sơn,
1407,TSB,2,343,Công ty Cổ phần Ắc quy Tia sáng ,Công nghiệp
1408,TSC,1,338,Công ty Cổ phần Vật tư kỹ thuật Nông nghiệp Cần Thơ,Nông nghiệp
1409,TSD,9,346,Công ty Cổ phần Du lịch Trường Sơn COECCO,Dịch vụ
1410,TSG,9,343,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,Công nghiệp
1411,TSH,8,339,Công ty Cổ phần Tiên Sơn Thanh Hóa,Hàng tiêu dùng
1412,TSJ,9,346,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Dịch vụ
1413,TSS,8,341,Công ty Cổ phần Chứng khoán TRƯỜNG SƠN,Tài chính
1414,TST,9,347,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Công nghệ
1415,TT6,9,0,Công ty cổ phần Tập đoàn Tiến Thịnh,
1416,TTA,1,340,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,Năng lượng
1417,TTC,2,345,Công ty Cổ phần Gạch men Thanh Thanh ,Bất động sản và Xây dựng
1418,TTD,9,342,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Y tế
1419,TTE,1,340,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,Năng lượng
1420,TTF,1,339,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Hàng tiêu dùng
1421,TTG,9,339,Công ty Cổ phần May Thanh Trì,Hàng tiêu dùng
1422,TTH,2,339,Công ty cổ phần Thương mại và Dịch vụ Tiến Thành,Hàng tiêu dùng
1423,TTL,2,345,Tổng Công ty Thăng Long - CTCP,Bất động sản và Xây dựng
1424,TTN,9,347,Công ty Cổ phần Công nghệ và Truyền thông Việt Nam,Công nghệ
1425,TTP,9,344,Công ty Cổ phần Bao bì Nhựa Tân Tiến,Nguyên vật liệu
1426,TTS,9,343,Công ty Cổ phần Cán thép Thái Trung,Công nghiệp
1427,TTT,2,346,Công ty Cổ phần Du lịch – Thương mại Tây Ninh,Dịch vụ
1428,TUG,9,343,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Công nghiệp
1429,TV1,9,345,Công ty cổ phần Tư vấn Xây dựng Điện 1,Bất động sản và Xây dựng
1430,TV2,1,345,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Bất động sản và Xây dựng
1431,TV3,2,345,Công ty Cổ phần Tư vấn Xây dựng Điện 3,Bất động sản và Xây dựng
1432,TV4,2,345,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Bất động sản và Xây dựng
1433,TV6,9,345,CTCP Thương mại Đầu tư Xây lắp điện Thịnh Vượng,Bất động sản và Xây dựng
1434,TVA,9,339,Công ty Cổ phần Sứ Viglacera Thanh Trì,Hàng tiêu dùng
1435,TVB,1,341,Công ty cổ phần Chứng khoán T-Cap,Tài chính
1436,TVC,2,341,Công ty cổ phần Tập đoàn Quản lý Tài sản T-Corp,Tài chính
1437,TVD,2,340,Công ty cổ phần Than Vàng Danh - Vinacomin,Năng lượng
1438,TVG,9,345,Công ty cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Bất động sản và Xây dựng
1439,TVH,9,345,Công ty cổ phần Tư vấn và Xây dựng công trình Hàng Hải,Bất động sản và Xây dựng
1440,TVM,9,346,CTCP Tư vấn Đầu tư Mỏ và Công nghiệp - Vinacomin,Dịch vụ
1441,TVN,9,344,Tổng Công ty Thép Việt Nam - CTCP,Nguyên vật liệu
1442,TVP,9,342,Công ty Cổ phần Dược phẩm TV.Pharm,Y tế
1443,TVS,1,341,Công ty Cổ phần Chứng khoán Thiên Việt,Tài chính
1444,TVT,1,339,Tổng Công ty Việt Thắng - CTCP,Hàng tiêu dùng
1445,TW3,9,342,CTCP Dược Trung ương 3,Y tế
1446,TXM,2,345,Công ty cổ phần VICEM Thạch cao Xi măng,Bất động sản và Xây dựng
1447,TYA,1,343,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Công nghiệp
1448,UCT,9,346,Công ty Cổ phần Đô thị Cần Thơ,Dịch vụ
1449,UDC,9,345,Công ty cổ phần Xây dựng và Phát triển Đô thị tỉnh Bà Rịa-Vũng Tàu,Bất động sản và Xây dựng
1450,UDJ,9,345,Công ty Cổ phần Phát triển Đô thị,Bất động sản và Xây dựng
1451,UDL,9,346,CTCP Đô thị và Môi trường Đắk Lắk,Dịch vụ
1452,UEM,9,343,CTCP Cơ điện Uông Bí- Vinacomin,Công nghiệp
1453,UIC,1,345,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị Idico,Bất động sản và Xây dựng
1454,UMC,9,346,Công ty cổ phần Công trình đô thị Nam Định,Dịch vụ
1455,UNI,2,347,Công ty Cổ phần Đầu tư và phát triển Sao Mai Việt,Công nghệ
1456,UPC,9,346,Công ty Cổ phần Phát triển Công viên cây xanh và Đô thị Vũng Tàu ,Dịch vụ
1457,UPH,9,342,CTCP Dược phẩm TW25,Y tế
1458,USC,9,345,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Bất động sản và Xây dựng
1459,USD,9,346,Công ty cổ phần Công trình Đô thị Sóc Trăng,Dịch vụ
1460,UXC,9,338,CTCP Chế biến Thủy sản Út Xi,Nông nghiệp
1461,V11,9,345,Công ty Cổ phần Xây dựng số 11,Bất động sản và Xây dựng
1462,V12,2,345,Công ty Cổ phần Xây dựng số 12,Bất động sản và Xây dựng
1463,V15,9,345,Công ty Cổ phần Xây dựng Số 15,Bất động sản và Xây dựng
1464,V21,2,345,Công ty Cổ phần VINACONEX 21,Bất động sản và Xây dựng
1465,VAB,1,341,Ngân hàng Thương mại cổ phần Việt Á,Tài chính
1466,VAF,1,338,Công ty cổ phần Phân lân nung chảy Văn Điển,Nông nghiệp
1467,VAV,9,346,Công ty Cổ phần VIWACO,Dịch vụ
1468,VBB,9,341,Ngân hàng Thương mại cổ phần Việt Nam Thương Tín,Tài chính
1469,VBC,2,344,Công ty Cổ phần Nhựa Bao bì Vinh,Nguyên vật liệu
1470,VBG,9,345,Công ty Cổ phần Địa chất Việt Bắc - TKV,Bất động sản và Xây dựng
1471,VBH,9,339,Công ty Cổ phần Điện tử Bình Hòa,Hàng tiêu dùng
1472,VBL,8,339,Công ty TNHH Nhà máy Bia Việt Nam,Hàng tiêu dùng
1473,VC1,2,345,Công ty Cổ phần Xây dựng số 1,Bất động sản và Xây dựng
1474,VC2,2,345,Công ty Cổ phần Đầu tư và Xây dựng Vina2,Bất động sản và Xây dựng
1475,VC3,2,345,Công ty Cổ phần Tập đoàn Nam Mê Kông,Bất động sản và Xây dựng
1476,VC5,9,345,Công ty Cổ phần Xây dựng số 5,Bất động sản và Xây dựng
1477,VC6,2,345,Công ty Cổ phần Xây dựng và Đầu tư Visicons,Bất động sản và Xây dựng
1478,VC7,2,345,Công ty Cổ phần Tập đoàn BGI,Bất động sản và Xây dựng
1479,VC9,2,345,Công ty Cổ phần Xây dựng số 9 - VC9,Bất động sản và Xây dựng
1480,VCA,1,344,Công ty Cổ phần Thép VICASA - VNSTEEL,Nguyên vật liệu
1481,VCB,1,341,Ngân hàng Thương mại cổ phần Ngoại thương Việt Nam,Tài chính
1482,VCC,2,345,Công ty Cổ phần Vinaconex 25,Bất động sản và Xây dựng
1483,VCE,9,340,CTCP Xây lắp Môi trường - TKV,Năng lượng
1484,VCF,1,339,Công ty Cổ phần VinaCafé Biên Hòa,Hàng tiêu dùng
1485,VCG,1,345,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Bất động sản và Xây dựng
1486,VCI,1,341,Công ty Cổ phần Chứng khoán VIETCAP,Tài chính
1487,VCM,2,346,Công ty cổ phần BV Life,Dịch vụ
1488,VCP,9,340,Công ty Cổ phần Xây dựng và Năng lượng VCP,Năng lượng
1489,VCR,9,345,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Bất động sản và Xây dựng
1490,VCS,2,345,Công ty cổ phần VICOSTONE,Bất động sản và Xây dựng
1491,VCT,9,346,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Dịch vụ
1492,VCW,9,346,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Dịch vụ
1493,VCX,9,345,Công ty Cổ phần Xi măng Yên Bình,Bất động sản và Xây dựng
1494,VDB,9,340,Công ty cổ phần Vận tải và Chế biến Than Đông Bắc,Năng lượng
1495,VDG,9,0,Công ty cổ phần Vạn Đạt Group,
1496,VDL,2,339,Công ty Cổ phần Thực phẩm Lâm Đồng,Hàng tiêu dùng
1497,VDN,9,339,Công ty Cổ phần Vinatex Đà Nẵng,Hàng tiêu dùng
1498,VDP,1,342,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Y tế
1499,VDS,1,341,Công ty Cổ phần Chứng khoán Rồng Việt,Tài chính
1500,VDT,9,344,Công ty cổ phần Lưới thép Bình Tây,Nguyên vật liệu
1501,VE1,2,345,Công ty Cổ phần Xây dựng điện VNECO 1,Bất động sản và Xây dựng
1502,VE2,9,345,Công ty cổ phần Xây dựng điện VNECO 2,Bất động sản và Xây dựng
1503,VE3,2,345,Công ty cổ phần Xây dựng điện VNECO 3,Bất động sản và Xây dựng
1504,VE4,2,345,Công ty Cổ phần Xây dựng điện VNECO4,Bất động sản và Xây dựng
1505,VE8,9,345,Công ty cổ phần Xây dựng điện VNECO 8,Bất động sản và Xây dựng
1506,VE9,9,345,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,Bất động sản và Xây dựng
1507,VEA,9,338,Tổng Công ty Máy động lực và máy nông nghiệp Việt Nam - CTCP,Nông nghiệp
1508,VEC,9,347,Tổng Công ty cổ phần Điện tử và Tin học Việt Nam,Công nghệ
1509,VED,8,347,Công ty cổ phần Phát triển Thể thao Điện tử Việt Nam,Công nghệ
1510,VEF,9,346,Công ty cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Dịch vụ
1511,VES,9,345,Công ty Cổ phần Đầu tư và Xây dựng điện Mê Ca Vneco,Bất động sản và Xây dựng
1512,VET,9,338,Công ty Cổ phần Thuốc thú y Trung ương Navetco,Nông nghiệp
1513,VFC,9,343,Công ty Cổ phần VINAFCO ,Công nghiệp
1514,VFG,1,338,Công ty Cổ phần Khử trùng Việt Nam,Nông nghiệp
1515,VFM,8,0,Công ty Cổ phần Quản lý quỹ Đầu tư Việt Nam,
1516,VFR,9,343,Công ty Cổ phần Vận tải và Thuê tàu,Công nghiệp
1517,VFS,2,341,Công ty Cổ phần Chứng khoán Nhất Việt,Tài chính
1518,VFW,8,0,Công ty Cổ phần Quản lý quỹ Lộc Việt,
1519,VGC,1,345,Tổng Công ty Viglacera - CTCP,Bất động sản và Xây dựng
1520,VGG,9,339,Tổng Công ty cổ phần May Việt Tiến,Hàng tiêu dùng
1521,VGI,9,348,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,Viễn thông
1522,VGL,9,344,CTCP Mạ kẽm công nghiệp Vingal - Vnsteel,Nguyên vật liệu
1523,VGP,2,343,Công ty Cổ phần Cảng Rau quả,Công nghiệp
1524,VGR,9,343,Công ty Cổ phần Cảng Xanh VIP,Công nghiệp
1525,VGS,2,344,Công ty Cổ phần Ống thép Việt Đức VG PIPE,Nguyên vật liệu
